wbgt,continuous_exposure_minutes,next_travel_minutes,time_since_rest_minutes,cooling_spot_distance_m,heat_risk_score,risk_level,rest_status
21.02,94.45,11.18,28.82,1088.5,40.0,CAUTION,REST_RECOMMENDED
26.58,124.88,6.34,19.83,1740.08,64.31,REST_RECOMMENDED,REST_RECOMMENDED
28.46,66.44,29.86,155.89,311.32,85.31,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.68,52.03,32.93,68.39,669.23,65.48,REST_RECOMMENDED,REST_RECOMMENDED
18.07,66.65,35.98,94.53,912.44,41.91,CAUTION,REST_RECOMMENDED
32.27,87.67,8.12,138.7,436.02,78.49,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.18,65.14,48.44,89.97,1481.75,91.37,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
28.93,63.73,30.83,146.3,1191.51,95.2,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.6,42.53,14.02,18.96,1176.77,49.67,CAUTION,REST_RECOMMENDED
29.49,61.35,16.74,107.37,258.82,83.62,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.39,20.92,33.64,102.03,1299.46,22.0,LOW,MOVABLE
30.03,58.49,13.06,115.19,901.01,71.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.79,70.23,6.74,42.47,2180.99,73.56,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.58,93.35,16.68,124.98,534.28,91.67,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.13,90.09,24.3,149.1,1321.76,64.91,REST_RECOMMENDED,REST_RECOMMENDED
28.38,69.02,5.56,62.58,1223.4,78.26,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.69,5.91,17.16,70.28,1151.41,15.1,LOW,MOVABLE
30.69,47.21,27.8,110.23,256.2,72.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.02,112.2,1.63,30.29,821.07,32.37,CAUTION,MOVABLE
26.47,26.72,14.65,133.83,932.64,51.52,REST_RECOMMENDED,REST_RECOMMENDED
31.83,94.25,35.5,107.94,1100.54,98.98,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
21.29,73.24,11.63,26.3,32.97,38.6,CAUTION,MOVABLE
31.74,13.39,26.27,61.54,752.39,64.0,REST_RECOMMENDED,REST_RECOMMENDED
26.4,10.43,27.98,71.64,1267.26,51.51,REST_RECOMMENDED,REST_RECOMMENDED
27.42,114.17,35.81,111.59,894.54,87.08,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
31.04,35.84,12.64,118.41,1146.55,74.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.69,39.94,31.01,87.9,1057.9,31.06,CAUTION,MOVABLE
27.07,47.67,13.88,94.49,2411.9,58.62,REST_RECOMMENDED,REST_RECOMMENDED
23.56,63.37,4.84,30.21,1341.34,45.79,CAUTION,REST_RECOMMENDED
29.06,59.22,6.51,96.96,429.2,67.0,REST_RECOMMENDED,REST_RECOMMENDED
18.01,79.71,6.99,13.59,845.11,17.87,LOW,MOVABLE
23.8,71.37,22.99,69.22,954.97,56.26,REST_RECOMMENDED,REST_RECOMMENDED
25.2,131.72,33.71,36.67,909.87,78.66,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.53,49.66,23.65,72.8,1573.39,26.79,LOW,MOVABLE
25.24,70.87,44.14,97.65,235.2,71.11,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.77,124.76,19.87,66.76,812.11,55.99,REST_RECOMMENDED,REST_RECOMMENDED
26.87,96.45,32.43,38.48,708.31,76.39,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.44,60.57,34.46,69.39,392.35,83.57,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.2,48.48,30.41,90.36,793.21,68.8,REST_RECOMMENDED,REST_RECOMMENDED
30.57,91.9,35.26,66.3,300.64,99.66,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.16,107.76,39.18,79.02,2222.88,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.08,136.51,4.37,134.59,1601.14,75.26,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.83,22.04,14.55,129.22,737.62,53.32,REST_RECOMMENDED,REST_RECOMMENDED
27.03,21.56,15.06,123.13,859.9,53.81,REST_RECOMMENDED,REST_RECOMMENDED
22.76,84.8,29.85,50.19,1031.12,41.52,CAUTION,REST_RECOMMENDED
17.5,97.51,23.76,63.32,1916.97,41.0,CAUTION,REST_RECOMMENDED
28.9,151.04,26.57,140.86,1159.18,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.82,119.21,12.45,80.71,506.34,89.16,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.03,69.75,30.39,95.99,1349.94,95.76,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
15.37,63.91,18.34,77.79,2603.26,36.22,CAUTION,MOVABLE
21.63,41.88,7.26,98.75,695.7,29.54,LOW,MOVABLE
24.56,125.4,29.22,84.09,902.82,63.1,REST_RECOMMENDED,REST_RECOMMENDED
24.55,70.08,23.48,40.59,1756.5,49.76,CAUTION,REST_RECOMMENDED
30.92,55.3,41.14,64.46,628.06,75.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.31,71.34,5.64,10.94,1000.23,40.09,CAUTION,REST_RECOMMENDED
20.94,46.3,25.11,99.42,1214.72,37.43,CAUTION,MOVABLE
30.73,36.43,15.42,43.78,381.27,64.96,REST_RECOMMENDED,REST_RECOMMENDED
31.72,94.49,10.75,109.66,49.44,90.57,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.46,81.18,14.72,38.96,1008.12,47.05,CAUTION,REST_RECOMMENDED
30.75,57.48,31.56,68.3,440.64,83.51,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.4,86.33,44.45,88.92,934.18,34.0,CAUTION,MOVABLE
29.74,36.5,20.25,48.26,601.51,71.18,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.18,62.01,13.18,71.33,378.32,84.52,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.58,57.63,38.31,83.5,2591.61,79.65,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
16.85,43.87,33.52,51.91,448.7,27.22,LOW,MOVABLE
20.71,35.58,15.89,85.81,723.62,23.08,LOW,MOVABLE
26.02,72.13,14.51,53.1,612.25,59.73,REST_RECOMMENDED,REST_RECOMMENDED
27.56,77.27,23.86,129.3,1646.2,71.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.41,86.87,22.39,34.18,2151.62,79.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.76,104.46,26.36,58.59,717.71,47.75,CAUTION,REST_RECOMMENDED
19.14,30.73,11.4,126.55,1600.18,23.0,LOW,MOVABLE
22.12,106.49,33.18,24.14,1479.03,50.7,REST_RECOMMENDED,REST_RECOMMENDED
26.18,93.93,22.34,97.65,1965.61,81.26,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
16.43,35.84,50.7,79.36,598.13,30.93,CAUTION,MOVABLE
29.01,106.36,6.62,30.47,5.0,77.43,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.32,122.61,32.9,26.2,2337.71,58.76,REST_RECOMMENDED,REST_RECOMMENDED
18.94,48.01,29.98,47.71,1631.41,21.29,LOW,MOVABLE
25.18,88.52,29.55,21.06,298.85,57.91,REST_RECOMMENDED,REST_RECOMMENDED
17.27,100.74,7.28,93.76,1731.05,43.92,CAUTION,REST_RECOMMENDED
30.94,103.0,26.59,109.09,755.15,99.02,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.59,125.64,25.25,23.4,1189.65,87.2,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.71,117.92,27.94,112.67,2100.77,79.37,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.63,81.69,11.97,153.33,304.81,73.82,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.58,141.2,19.06,140.61,1607.41,55.17,REST_RECOMMENDED,REST_RECOMMENDED
26.61,129.98,38.24,66.29,937.21,78.31,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.67,125.75,48.5,75.9,1286.88,79.75,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.09,85.92,22.61,102.05,730.06,72.5,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.94,143.49,7.61,75.62,556.16,47.14,CAUTION,REST_RECOMMENDED
29.6,22.26,11.7,132.67,446.93,68.39,REST_RECOMMENDED,REST_RECOMMENDED
25.18,39.52,3.18,78.48,885.99,58.31,REST_RECOMMENDED,REST_RECOMMENDED
28.57,54.1,12.24,93.13,142.62,68.88,REST_RECOMMENDED,REST_RECOMMENDED
28.32,24.63,31.56,104.55,272.45,67.0,REST_RECOMMENDED,REST_RECOMMENDED
32.41,48.99,24.72,120.55,394.18,74.68,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.04,86.69,42.75,79.3,838.18,70.42,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.95,4.49,5.73,2.84,1122.47,28.66,LOW,MOVABLE
27.69,56.51,33.12,145.23,320.93,62.91,REST_RECOMMENDED,REST_RECOMMENDED
26.06,162.33,9.62,26.84,1721.68,68.6,REST_RECOMMENDED,REST_RECOMMENDED
32.07,56.16,40.95,117.48,70.27,79.13,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.64,83.45,40.75,64.35,194.0,31.0,CAUTION,MOVABLE
29.19,148.52,21.68,57.33,425.03,88.26,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.01,80.9,30.34,143.74,888.45,80.69,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.6,32.52,35.1,42.13,280.22,22.98,LOW,MOVABLE
26.19,134.43,46.15,124.61,524.69,81.51,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.65,76.84,9.77,84.22,1595.31,63.27,REST_RECOMMENDED,REST_RECOMMENDED
24.7,26.41,17.45,113.2,513.77,35.49,CAUTION,MOVABLE
16.74,76.07,29.69,163.42,499.37,37.73,CAUTION,MOVABLE
19.64,17.72,8.89,88.09,478.51,10.26,LOW,MOVABLE
28.43,11.94,31.52,76.99,150.44,64.0,REST_RECOMMENDED,REST_RECOMMENDED
28.08,89.7,6.65,87.7,612.37,75.55,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.65,34.66,11.4,65.06,758.33,73.67,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.17,131.72,36.05,42.34,693.06,77.35,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.45,73.54,37.91,8.42,1526.59,49.16,CAUTION,REST_RECOMMENDED
28.56,50.36,48.34,131.77,1320.9,81.44,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.28,121.44,17.99,67.18,1224.55,62.4,REST_RECOMMENDED,REST_RECOMMENDED
30.67,37.52,38.52,92.59,395.46,82.19,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.18,61.26,37.24,78.36,516.65,74.54,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.73,97.92,43.36,108.14,317.9,57.68,REST_RECOMMENDED,REST_RECOMMENDED
19.97,110.48,32.15,44.59,307.6,40.77,CAUTION,REST_RECOMMENDED
29.54,129.87,14.12,8.87,1106.42,81.41,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.58,120.24,20.36,56.44,1093.96,38.11,CAUTION,MOVABLE
17.08,34.05,18.6,113.6,263.55,18.0,LOW,MOVABLE
29.77,49.03,25.46,69.32,1793.04,76.47,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.86,51.9,17.47,71.02,958.21,41.27,CAUTION,REST_RECOMMENDED
23.93,134.67,8.89,112.53,398.62,55.08,REST_RECOMMENDED,REST_RECOMMENDED
21.0,112.78,22.36,155.55,644.59,56.86,REST_RECOMMENDED,REST_RECOMMENDED
24.1,82.36,23.01,71.2,1514.04,61.19,REST_RECOMMENDED,REST_RECOMMENDED
32.42,15.88,13.13,89.86,387.46,62.69,REST_RECOMMENDED,REST_RECOMMENDED
20.66,48.14,37.72,123.5,442.36,32.81,CAUTION,MOVABLE
33.55,151.67,17.33,104.18,501.15,88.37,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.02,118.66,18.09,68.12,792.52,90.21,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.83,45.48,23.44,90.87,1522.31,49.74,CAUTION,REST_RECOMMENDED
22.86,11.54,15.06,92.44,1458.74,28.85,LOW,MOVABLE
22.62,41.81,11.49,39.2,429.93,26.28,LOW,MOVABLE
30.73,23.51,25.7,131.65,1511.29,70.65,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.04,66.69,17.96,153.5,999.04,50.0,REST_RECOMMENDED,REST_RECOMMENDED
24.16,69.35,38.58,133.52,391.23,57.63,REST_RECOMMENDED,REST_RECOMMENDED
23.34,62.3,22.41,108.84,1322.52,57.66,REST_RECOMMENDED,REST_RECOMMENDED
28.56,87.03,39.88,137.52,694.15,87.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.47,36.52,29.37,147.88,774.38,61.61,REST_RECOMMENDED,REST_RECOMMENDED
20.7,95.15,29.62,114.97,1220.7,45.39,CAUTION,REST_RECOMMENDED
24.08,83.73,29.29,55.94,639.63,52.06,REST_RECOMMENDED,REST_RECOMMENDED
23.99,58.51,19.97,144.59,678.0,45.79,CAUTION,REST_RECOMMENDED
26.77,153.68,25.54,28.86,84.36,72.05,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.19,32.67,48.78,9.09,205.59,76.27,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.49,119.42,13.35,77.79,1250.72,42.29,CAUTION,REST_RECOMMENDED
26.96,40.4,12.29,96.66,828.9,56.0,REST_RECOMMENDED,REST_RECOMMENDED
28.98,45.42,41.85,154.03,2345.55,81.82,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.21,44.24,26.06,105.82,1921.91,47.0,CAUTION,REST_RECOMMENDED
20.68,78.73,16.56,158.58,240.98,36.06,CAUTION,MOVABLE
24.2,80.97,29.31,70.06,643.72,54.14,REST_RECOMMENDED,REST_RECOMMENDED
28.61,99.96,24.73,34.04,1093.38,89.67,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.87,32.0,27.05,33.02,1392.93,61.92,REST_RECOMMENDED,REST_RECOMMENDED
25.4,80.8,13.99,62.1,38.45,61.01,REST_RECOMMENDED,REST_RECOMMENDED
22.38,37.11,9.09,14.99,194.97,18.22,LOW,MOVABLE
31.7,3.31,43.71,139.42,1240.17,73.47,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.92,69.6,33.15,106.67,663.97,59.95,REST_RECOMMENDED,REST_RECOMMENDED
22.99,99.34,9.91,56.95,546.91,44.9,CAUTION,REST_RECOMMENDED
31.61,80.12,39.43,17.87,858.89,77.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.0,153.05,20.77,68.63,71.37,54.39,REST_RECOMMENDED,REST_RECOMMENDED
21.46,91.86,50.79,29.26,819.54,49.01,CAUTION,REST_RECOMMENDED
21.56,34.99,24.39,57.24,1019.86,31.91,CAUTION,MOVABLE
15.88,52.95,24.38,100.02,215.33,22.7,LOW,MOVABLE
28.1,33.39,26.7,78.45,641.76,77.81,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.37,47.26,26.29,119.05,393.04,63.31,REST_RECOMMENDED,REST_RECOMMENDED
20.58,32.74,8.94,74.2,1639.32,17.8,LOW,MOVABLE
28.77,39.57,34.72,51.97,700.0,78.51,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.48,96.5,12.49,102.94,2343.24,53.65,REST_RECOMMENDED,REST_RECOMMENDED
30.16,46.25,17.23,69.89,1815.13,76.58,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.53,29.2,23.03,64.39,1896.52,23.62,LOW,MOVABLE
28.66,107.97,24.25,112.22,976.61,95.8,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
19.14,31.54,2.93,63.73,664.91,17.94,LOW,MOVABLE
26.24,147.34,28.13,108.48,793.45,77.04,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.3,112.0,43.18,63.55,833.14,82.23,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.78,44.28,19.53,83.92,1321.78,23.75,LOW,MOVABLE
22.37,102.1,27.09,119.24,1138.49,56.44,REST_RECOMMENDED,REST_RECOMMENDED
25.76,46.67,29.22,106.69,1028.2,62.95,REST_RECOMMENDED,REST_RECOMMENDED
25.85,49.13,14.87,143.03,218.24,57.33,REST_RECOMMENDED,REST_RECOMMENDED
27.6,55.88,3.93,114.31,2127.12,62.09,REST_RECOMMENDED,REST_RECOMMENDED
21.73,73.72,14.36,115.05,2266.79,49.14,CAUTION,REST_RECOMMENDED
25.59,76.66,2.15,100.47,794.38,62.91,REST_RECOMMENDED,REST_RECOMMENDED
25.84,44.57,10.69,126.98,519.08,59.71,REST_RECOMMENDED,REST_RECOMMENDED
27.42,84.99,31.59,70.66,723.38,69.0,REST_RECOMMENDED,REST_RECOMMENDED
29.18,12.62,15.91,23.81,563.53,54.01,REST_RECOMMENDED,REST_RECOMMENDED
20.3,62.32,13.0,71.7,689.71,31.19,CAUTION,MOVABLE
28.57,78.72,44.81,104.5,1154.45,90.79,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
33.43,52.42,17.98,124.1,1341.13,73.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
16.25,105.68,21.46,92.55,506.28,42.0,CAUTION,REST_RECOMMENDED
20.96,133.58,17.02,85.44,1502.13,46.09,CAUTION,REST_RECOMMENDED
21.65,137.86,7.36,105.67,1051.78,47.0,CAUTION,REST_RECOMMENDED
22.07,62.79,23.26,128.25,843.24,46.4,CAUTION,REST_RECOMMENDED
32.77,115.41,35.15,87.36,384.76,95.74,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
20.25,82.51,30.4,48.71,1093.96,35.29,CAUTION,MOVABLE
28.22,56.51,32.87,97.16,211.68,78.04,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.4,26.75,29.44,127.4,404.78,31.42,CAUTION,MOVABLE
23.67,45.75,40.01,100.35,2400.26,57.02,REST_RECOMMENDED,REST_RECOMMENDED
25.16,112.37,27.53,84.62,2211.13,79.78,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.35,67.77,20.07,172.57,41.01,81.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.22,41.39,20.66,78.83,1730.65,62.29,REST_RECOMMENDED,REST_RECOMMENDED
25.15,54.37,29.39,52.81,1626.66,60.65,REST_RECOMMENDED,REST_RECOMMENDED
27.77,81.59,28.88,86.12,1412.17,71.36,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.9,84.52,43.63,135.23,1430.85,91.71,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.28,55.54,13.37,55.35,779.08,70.72,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.01,133.97,6.83,34.35,1390.01,87.33,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.04,56.09,32.93,95.68,12.51,55.13,REST_RECOMMENDED,REST_RECOMMENDED
28.07,63.98,39.29,118.79,610.72,89.67,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.38,120.35,21.35,7.17,685.0,71.83,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.23,13.91,15.64,98.06,2099.46,72.24,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.31,38.06,3.83,103.82,1065.43,33.31,CAUTION,MOVABLE
30.8,91.81,30.26,77.07,1812.69,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.44,89.15,25.43,30.81,1204.49,65.68,REST_RECOMMENDED,REST_RECOMMENDED
30.61,27.83,20.38,49.49,820.65,63.06,REST_RECOMMENDED,REST_RECOMMENDED
21.03,57.58,10.61,70.69,511.36,29.11,LOW,MOVABLE
27.21,32.28,39.32,58.26,781.74,56.57,REST_RECOMMENDED,REST_RECOMMENDED
30.76,144.24,47.66,92.61,1146.28,98.79,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
31.49,22.17,39.53,128.09,1819.37,74.43,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.63,79.66,7.08,89.02,1988.76,53.15,REST_RECOMMENDED,REST_RECOMMENDED
30.11,114.06,24.88,66.67,1504.19,93.09,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.14,81.8,40.1,130.64,1068.29,93.48,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
32.6,136.37,42.7,30.71,752.76,88.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.02,82.37,18.43,115.68,1126.65,70.38,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.28,127.29,17.75,104.56,845.73,48.0,CAUTION,REST_RECOMMENDED
21.91,87.88,44.01,38.19,1087.3,42.0,CAUTION,REST_RECOMMENDED
24.89,109.33,32.4,22.82,727.63,58.62,REST_RECOMMENDED,REST_RECOMMENDED
26.31,73.76,28.49,118.34,192.93,70.91,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.97,89.69,28.89,74.25,71.45,83.37,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.47,59.02,22.38,138.24,796.75,76.41,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.09,124.31,18.9,8.02,1061.83,69.02,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
30.09,50.17,26.59,101.54,346.6,77.9,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
16.38,24.26,14.01,6.94,254.0,3.96,LOW,MOVABLE
28.68,127.58,15.62,15.66,2411.28,88.31,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
31.34,84.97,27.98,92.69,177.54,82.68,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
18.32,59.49,33.18,67.6,2140.28,31.29,CAUTION,MOVABLE
20.75,39.64,41.06,104.73,298.8,28.88,LOW,MOVABLE
25.85,60.45,19.06,121.06,1599.83,73.1,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.28,92.27,32.41,43.7,716.65,89.65,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
33.83,106.26,6.22,80.26,1048.51,88.48,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
28.04,117.31,7.92,59.63,540.8,83.4,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.51,36.88,12.52,55.36,1857.57,57.68,REST_RECOMMENDED,REST_RECOMMENDED
31.19,77.9,43.11,102.8,758.65,90.95,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.43,19.43,43.93,90.01,1938.7,59.38,REST_RECOMMENDED,REST_RECOMMENDED
24.6,54.08,12.28,115.55,712.43,44.52,CAUTION,REST_RECOMMENDED
21.43,85.28,36.8,117.59,65.36,45.53,CAUTION,REST_RECOMMENDED
30.75,48.43,50.67,143.17,825.09,84.69,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.38,169.54,35.43,85.97,676.65,99.11,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.86,18.51,6.06,38.57,598.74,38.0,CAUTION,MOVABLE
32.05,46.4,17.49,82.72,111.28,68.11,REST_RECOMMENDED,REST_RECOMMENDED
34.12,90.43,21.94,90.32,736.86,94.95,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
32.06,92.18,23.26,85.85,745.42,91.73,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
19.57,16.28,29.68,33.04,1535.11,21.05,LOW,MOVABLE
31.88,70.93,33.29,97.82,1909.4,95.93,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
19.26,98.14,32.61,48.13,1153.7,40.0,CAUTION,REST_RECOMMENDED
19.93,95.18,14.69,17.1,468.43,27.75,LOW,MOVABLE
30.26,51.39,13.63,83.35,1124.59,75.99,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.38,108.3,34.68,115.52,1934.05,62.09,REST_RECOMMENDED,REST_RECOMMENDED
22.15,155.43,27.43,101.5,609.55,57.63,REST_RECOMMENDED,REST_RECOMMENDED
30.34,106.88,25.53,97.28,1137.95,97.94,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
18.71,56.57,6.35,23.26,693.87,13.26,LOW,MOVABLE
31.53,170.32,50.74,36.06,2035.16,90.94,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.91,27.83,20.0,129.39,1166.14,73.21,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
33.48,112.11,10.04,140.08,590.67,91.41,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
31.56,25.9,26.4,85.07,276.78,69.43,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
29.54,27.49,5.29,44.61,697.3,54.65,REST_RECOMMENDED,REST_RECOMMENDED
27.12,69.65,28.9,85.35,1380.56,74.46,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.79,60.69,25.08,32.89,622.09,37.0,CAUTION,MOVABLE
25.57,44.36,17.94,55.27,1204.79,57.79,REST_RECOMMENDED,REST_RECOMMENDED
33.43,106.59,36.54,49.28,796.29,88.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.46,53.26,14.62,82.31,1325.12,70.36,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.96,119.9,31.07,63.2,1572.34,97.07,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
28.57,98.07,19.27,65.42,782.22,86.69,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.16,14.53,30.6,35.05,407.37,48.16,CAUTION,REST_RECOMMENDED
25.51,38.34,35.2,72.83,1023.12,62.0,REST_RECOMMENDED,REST_RECOMMENDED
25.55,79.39,21.47,90.68,173.92,66.0,REST_RECOMMENDED,REST_RECOMMENDED
24.15,118.1,34.98,40.31,1769.35,64.23,REST_RECOMMENDED,REST_RECOMMENDED
30.12,97.55,18.72,97.91,444.23,92.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
16.48,46.31,22.9,95.89,864.22,32.37,CAUTION,MOVABLE
28.39,59.13,15.83,34.13,827.25,66.1,REST_RECOMMENDED,REST_RECOMMENDED
26.34,46.35,35.95,92.83,666.62,66.76,REST_RECOMMENDED,REST_RECOMMENDED
32.73,139.05,25.46,92.79,1737.99,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.49,40.81,29.14,87.56,646.94,60.59,REST_RECOMMENDED,REST_RECOMMENDED
29.36,61.78,20.06,49.16,44.95,84.33,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.15,52.57,33.18,35.42,393.14,59.66,REST_RECOMMENDED,REST_RECOMMENDED
27.01,47.2,44.4,31.32,1141.37,59.78,REST_RECOMMENDED,REST_RECOMMENDED
26.88,66.61,21.33,127.71,833.59,72.39,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.83,58.63,21.72,119.85,1199.22,37.66,CAUTION,MOVABLE
19.76,46.52,20.2,58.82,317.48,17.0,LOW,MOVABLE
26.92,29.5,26.29,56.51,1082.7,47.0,CAUTION,REST_RECOMMENDED
24.63,38.19,22.91,119.36,962.52,45.0,CAUTION,REST_RECOMMENDED
25.54,96.44,37.95,69.03,202.48,75.84,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.83,79.83,7.99,52.49,757.5,56.75,REST_RECOMMENDED,REST_RECOMMENDED
30.96,30.47,23.24,12.98,2132.16,68.8,REST_RECOMMENDED,REST_RECOMMENDED
